/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/center_2020_11_02_05_17_43_455.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/left_2020_11_02_05_17_43_455.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/right_2020_11_02_05_17_43_455.jpg,0,0,0,5.963569E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/center_2020_11_02_05_17_43_523.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/left_2020_11_02_05_17_43_523.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/right_2020_11_02_05_17_43_523.jpg,0,0,0,3.289367E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/center_2020_11_02_05_17_43_594.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/left_2020_11_02_05_17_43_594.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/right_2020_11_02_05_17_43_594.jpg,0,0,0,3.158158E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/center_2020_11_02_05_17_43_665.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/left_2020_11_02_05_17_43_665.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/right_2020_11_02_05_17_43_665.jpg,0,0,0,8.054126E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/center_2020_11_02_05_17_43_736.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/left_2020_11_02_05_17_43_736.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/right_2020_11_02_05_17_43_736.jpg,0,0,0,6.498101E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/center_2020_11_02_05_17_43_804.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/left_2020_11_02_05_17_43_804.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/right_2020_11_02_05_17_43_804.jpg,0,0,0,8.960396E-07
/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/center_2020_11_02_05_17_43_874.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/left_2020_11_02_05_17_43_874.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/right_2020_11_02_05_17_43_874.jpg,0,0,0,2.113495E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/center_2020_11_02_05_17_43_945.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/left_2020_11_02_05_17_43_945.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/right_2020_11_02_05_17_43_945.jpg,0,0,0,2.985224E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/center_2020_11_02_05_17_44_019.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/left_2020_11_02_05_17_44_019.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/right_2020_11_02_05_17_44_019.jpg,0,0,0,4.912351E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/center_2020_11_02_05_17_44_089.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/left_2020_11_02_05_17_44_089.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data_simulator_counterclockwise/IMG/right_2020_11_02_05_17_44_089.jpg,0,0,0,6.330122E-06
